1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,EnclosedPorch,Fireplaces,FullBath,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LowQualFinSF,MiscVal,OpenPorchSF,OverallCond,OverallQual,PoolArea,ScreenPorch,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
827,0,0,2,0,1,1,827,0,1,7200,0,0,0,7,5,0,0,5,0,1955,2007,107500
334,0,0,1,0,0,1,334,0,1,5000,0,0,0,3,1,0,0,2,0,1946,1950,39300
707,707,0,3,0,1,2,1414,1,1,9056,0,0,35,5,8,0,0,6,100,2004,2004,178000
820,527,0,3,148,0,1,1347,0,1,7000,0,0,0,7,5,0,0,5,85,1910,1991,107500
880,844,0,3,0,0,2,1724,1,1,8924,0,0,155,5,7,0,0,8,120,1998,1999,188000
864,0,0,3,0,0,1,864,0,1,12735,0,0,0,5,4,0,0,5,216,1972,1972,111250
1159,0,0,3,0,1,1,1159,1,1,11553,0,0,0,5,5,0,0,7,466,1968,1968,158000
1601,0,0,3,0,1,2,1601,0,1,11423,0,2000,0,5,8,0,0,6,180,2001,2002,272000
1838,0,0,2,0,1,2,1838,0,1,14601,0,0,68,5,9,0,0,8,270,2006,2006,315000
997,1288,0,4,0,1,2,2285,1,1,11000,0,0,56,5,8,0,0,8,0,2000,2000,248000
1680,0,0,3,0,1,2,1680,0,1,10140,0,0,73,5,7,0,0,7,78,1998,1999,213250
767,0,0,1,0,0,1,767,0,1,4058,0,0,40,5,7,0,0,4,120,1998,1998,133000
664,832,0,3,0,1,2,1496,1,1,17104,0,0,24,5,7,0,0,7,100,2006,2006,179665
1377,806,0,4,0,0,2,2183,1,1,13837,0,0,0,5,7,0,0,9,0,1988,1988,229000
915,720,144,3,0,1,1,1635,1,1,8737,0,0,38,7,6,0,0,6,0,1923,1950,210000
768,0,0,2,0,0,1,768,0,1,7244,0,0,0,7,5,0,0,5,104,1970,1970,129500
825,0,0,2,0,0,1,825,0,1,8235,0,0,50,7,5,0,0,4,140,1955,1995,125000
912,1182,0,4,0,1,2,2094,1,1,9375,0,0,182,5,7,0,0,8,182,2003,2004,263000
1069,0,0,2,0,0,2,1069,0,1,4043,0,0,55,6,6,0,200,4,0,1977,1977,140000
928,0,0,3,0,0,1,928,0,1,6000,0,0,0,6,5,0,0,5,0,1957,1957,112500
1717,0,0,3,0,1,2,1717,0,1,11146,0,0,39,5,8,0,0,7,169,2006,2006,255500
1126,0,0,2,0,0,2,1126,0,1,8777,0,0,96,5,4,0,0,5,0,1949,2003,108000
1006,1040,0,3,0,1,2,2046,1,1,10625,0,0,62,5,7,0,0,8,320,2003,2004,284000
1048,0,0,2,116,1,1,1048,0,1,6380,0,0,0,6,5,0,0,5,0,1922,1950,113000
1092,0,0,2,0,1,1,1092,0,1,14850,0,0,0,5,5,0,122,6,268,1957,1957,141000
897,439,0,3,120,0,1,1336,1,1,11040,0,0,47,6,4,0,0,7,0,1920,1950,108000
729,717,0,3,0,1,2,1446,1,1,21872,0,0,22,5,7,0,0,6,264,1996,1997,175000
1557,0,0,2,0,1,2,1557,0,1,3196,0,0,20,5,7,0,0,7,143,2003,2004,234000
1392,0,0,3,0,1,1,1392,1,1,11341,0,0,0,6,5,0,95,5,0,1957,1996,121500
1389,0,0,2,0,1,1,1389,0,1,10010,0,0,38,5,5,0,0,6,240,1974,1975,170000
996,0,0,3,0,1,1,996,0,1,13907,0,0,0,6,5,0,0,6,144,1940,1969,108000
1163,511,0,4,0,1,2,1674,0,1,21780,0,0,36,7,6,0,144,8,72,1918,1950,185000
1166,1129,0,4,0,1,2,2295,1,1,13346,0,0,40,5,7,0,0,9,0,1992,2000,268000
841,806,0,4,136,0,1,1647,1,1,6858,0,0,66,4,6,0,0,6,0,1915,1950,128000
1134,1370,0,4,0,1,2,2504,1,1,11198,0,0,39,5,9,0,0,11,144,2005,2007,325000
1535,0,0,3,0,0,2,1535,0,1,10171,0,0,0,5,7,0,0,7,0,2004,2004,214000
1496,636,0,1,0,1,1,2132,1,1,12327,0,0,40,8,8,0,0,5,349,1983,2009,316600
943,0,0,2,0,2,1,943,0,1,7032,0,0,0,5,5,0,0,4,42,1979,1979,135960
1728,0,0,6,0,0,2,1728,0,2,13101,0,0,0,5,5,0,0,10,0,1965,1965,142600
864,0,0,2,0,0,1,864,0,1,7332,0,0,0,6,6,0,0,4,168,1959,1959,120000
846,846,0,3,0,0,2,1692,1,1,13159,0,0,114,5,7,0,0,6,208,2009,2009,224500
774,656,0,3,0,1,2,1430,1,1,9967,0,0,0,5,7,0,0,8,100,2000,2000,170000
576,533,0,3,0,0,1,1109,0,1,10500,0,0,0,7,5,0,0,5,35,1971,2005,139000
832,384,0,2,102,0,1,1216,0,1,8480,0,0,0,5,5,0,0,6,158,1947,1950,118500
877,600,0,3,0,1,2,1477,0,1,6292,0,0,50,7,7,0,0,6,0,1928,1950,145000
1320,0,0,3,240,2,1,1320,0,1,11777,0,0,68,6,5,0,0,6,160,1966,1966,164500
703,689,0,2,0,0,2,1392,0,1,3604,0,0,102,5,7,0,0,5,0,2007,2007,146000
1050,745,0,4,0,0,2,1795,0,1,12150,0,0,0,5,5,0,0,7,0,1954,1954,131500
1429,0,0,3,0,2,1,1429,0,1,14585,0,0,110,6,6,0,0,7,216,1960,1987,181900
2042,0,0,3,0,1,2,2042,1,1,12704,0,0,90,5,8,0,0,8,0,2008,2009,253293
816,0,0,3,0,0,1,816,0,1,11841,0,0,32,5,6,0,0,5,0,1990,1990,118500
1521,1254,0,3,0,1,3,2775,1,1,13500,0,0,502,9,10,0,0,9,105,1893,2000,325000
989,584,0,3,54,0,1,1573,0,1,6120,0,0,0,7,4,0,120,6,0,1935,1995,133000
2028,0,0,2,0,2,2,2028,0,1,11443,0,0,66,5,8,0,0,7,326,2005,2006,369900
838,0,0,2,112,0,1,838,0,1,10267,0,0,0,7,6,0,0,5,0,1918,2000,130000
860,0,0,2,0,0,1,860,0,1,8740,0,0,0,6,5,0,0,4,0,1982,1982,137000
1473,0,0,1,0,2,1,1473,0,1,25095,0,0,48,8,5,0,60,5,0,1968,2003,143000
779,0,0,2,0,0,1,935,0,1,9100,156,600,0,6,5,0,0,4,0,1930,1960,79500
770,812,0,3,0,0,2,1582,1,1,8320,0,0,45,5,7,0,0,6,0,2004,2004,185900
1728,568,0,3,0,1,2,2296,1,1,13478,0,0,274,5,10,0,0,10,382,2008,2008,451950
816,0,0,2,0,0,1,816,0,1,6600,0,0,0,8,5,0,0,4,0,1982,2003,138000
848,0,0,1,0,0,1,848,0,1,4435,0,0,0,5,6,0,0,4,140,2003,2003,140000
924,0,0,3,0,0,1,924,0,1,7990,0,0,0,6,5,0,0,5,0,1975,1975,110000
1826,0,0,3,0,1,2,1826,0,1,11302,0,0,75,5,8,0,120,7,180,2005,2006,319000
684,684,0,3,0,0,1,1368,0,1,3600,0,0,158,7,6,0,0,7,0,1910,1993,114504
1402,0,0,2,0,1,0,1402,2,1,3922,0,0,16,5,7,0,0,7,120,2006,2007,194201
1647,0,0,3,0,1,2,1647,0,1,12984,0,0,0,6,5,0,0,7,0,1977,1977,217500
716,840,0,3,0,1,2,1556,1,1,1950,0,0,0,6,6,0,0,6,161,1980,1980,151000
1058,846,0,3,0,1,2,1904,1,1,10927,0,0,60,5,8,0,0,8,179,2005,2005,275000
780,595,0,3,0,1,1,1375,1,1,9000,0,0,162,6,6,0,126,6,0,1937,1950,141000
927,988,0,3,0,1,2,1915,1,1,10041,0,0,150,5,8,0,0,8,120,1992,1992,220000
600,600,0,2,0,0,2,1200,1,1,3182,0,0,172,5,7,0,0,4,0,2004,2005,151000
1494,0,0,3,0,1,2,1494,0,1,12803,0,0,36,5,7,0,0,6,192,2002,2002,221000
1186,800,0,3,0,3,2,1986,1,1,13600,0,0,42,6,7,0,189,7,0,1965,1990,205000
1040,0,0,3,0,0,1,1040,0,1,12464,0,0,0,5,5,0,0,6,168,1996,1996,152000
1112,896,0,3,0,0,3,2008,0,1,7800,0,0,0,8,5,0,0,8,103,1948,2002,225000
1940,1254,0,4,0,2,2,3194,1,1,12168,0,0,0,6,8,0,0,10,0,1934,1998,359100
1029,0,0,3,39,0,1,1029,0,1,7943,0,0,0,5,4,0,0,5,64,1961,1961,118500
1476,677,0,3,0,2,2,2153,1,1,11050,0,0,142,5,9,0,0,8,253,2000,2000,313000
1032,0,0,3,0,1,2,1032,0,1,10395,0,500,0,6,6,0,0,6,0,1978,1978,148000
1299,573,0,3,0,1,2,1872,1,1,11885,0,0,122,5,8,0,0,7,160,2001,2001,261500
1120,0,0,3,0,0,1,1120,0,1,8402,0,0,30,5,5,0,0,6,0,2007,2007,147000
630,0,0,1,0,0,1,630,0,1,1491,0,0,24,6,4,0,0,3,96,1972,1972,75500
1054,0,0,3,0,0,1,1054,0,1,8800,0,0,0,7,6,0,0,6,120,1963,1963,137500
807,702,0,3,0,1,2,1509,1,1,7861,0,0,75,5,6,0,0,7,100,2002,2003,183200
832,0,0,2,0,0,1,832,0,1,7227,0,0,0,6,6,0,0,4,0,1954,1954,105500
1828,0,0,3,0,1,2,1828,0,1,11694,0,0,108,5,9,0,260,9,0,2007,2007,314813
1482,780,0,4,0,2,2,2262,1,1,12244,0,0,0,5,8,0,0,10,168,2003,2003,305000
864,0,0,2,100,0,1,864,0,1,8248,0,0,0,3,3,0,0,5,0,1914,1950,67000
1548,1066,0,4,0,1,2,2614,1,1,10800,0,0,243,7,6,0,0,9,38,1974,1997,240000
980,0,0,3,0,0,1,980,0,1,7064,0,0,0,6,5,0,0,6,192,1977,1977,135000
756,756,0,2,0,1,2,1512,1,1,2117,0,0,32,5,6,0,0,4,0,2000,2000,168500
1012,778,0,4,0,1,1,1790,2,1,10400,0,0,0,5,6,0,147,8,148,1972,1972,165150
1116,0,0,3,0,0,1,1116,1,1,10000,0,0,0,6,6,0,385,5,0,1962,1962,160000
1422,0,0,3,36,1,1,1422,0,1,12342,0,600,0,5,5,0,0,6,0,1960,1978,139900
1520,0,0,3,189,2,1,1520,0,1,9600,0,0,0,6,6,0,0,7,0,1955,1972,153000
1040,1040,0,5,0,2,1,2080,2,1,11606,0,0,0,5,5,0,0,9,335,1969,1969,135000
1350,0,0,3,0,0,1,1350,1,1,9020,0,0,0,5,6,0,0,6,176,1964,1964,168500
1089,661,0,3,293,0,1,1750,0,1,9000,0,0,0,6,5,0,0,8,0,1880,1991,124000
1554,0,0,2,0,1,2,1554,0,1,4590,0,0,73,5,8,0,0,6,156,2006,2006,209500
1411,0,0,3,0,1,2,1411,0,1,11900,0,0,0,5,7,0,0,6,192,1977,1977,82500
1056,0,0,3,0,0,1,1056,0,1,9250,0,0,0,7,5,0,0,6,390,1954,2005,139400
1056,0,0,0,0,0,0,1056,0,2,6979,0,600,56,5,6,0,0,4,264,1980,1980,144000
1440,1440,0,8,0,0,2,3395,0,2,10896,515,0,110,7,6,0,0,14,0,1914,1995,200000
800,0,0,1,0,1,1,800,0,1,6120,0,0,0,3,2,0,0,4,0,1936,1950,60000
811,576,0,3,0,0,2,1387,0,2,6000,0,0,0,4,5,0,0,7,0,1954,1954,93000
796,0,0,2,164,0,1,796,0,1,8777,0,0,0,7,5,0,0,4,328,1910,1950,85000
1567,0,0,1,0,1,2,1567,0,1,3982,0,0,0,5,8,0,0,7,312,2006,2006,264561
1518,0,0,1,0,1,1,1518,1,1,12677,0,0,140,5,8,0,0,6,185,2003,2004,274000
1057,872,0,3,0,1,2,1929,1,1,7050,0,0,235,5,7,0,0,7,0,2001,2001,226000
2000,704,0,4,0,3,2,2704,1,1,13860,0,0,111,7,8,0,0,9,269,1972,1995,345000
780,840,0,4,0,0,2,1620,1,1,10793,0,0,0,5,5,0,0,7,208,1969,1969,152000
1766,0,0,2,0,1,2,1766,1,1,9187,0,0,130,5,9,0,0,7,195,2009,2009,370878
981,0,0,3,40,0,1,981,1,1,10530,0,0,312,5,6,0,0,5,0,1971,1971,143250
1048,0,0,3,0,0,1,1048,0,1,7200,0,0,27,5,5,0,0,7,0,1950,1950,98300
1094,0,0,3,0,2,1,1094,0,1,10452,0,0,0,5,6,0,287,5,0,1953,1953,155000
1051,788,0,4,216,1,1,1839,1,1,7700,0,0,124,5,6,0,0,7,0,1966,1966,155000
630,0,0,1,0,0,1,630,0,1,1936,0,0,0,6,4,0,0,3,0,1970,1970,84500
822,843,0,3,0,0,2,1665,1,1,8125,0,0,0,6,7,0,0,7,0,2007,2007,205950
755,755,0,4,0,1,1,1510,0,1,9084,0,0,0,5,4,0,0,7,120,1940,1950,108000
909,807,0,2,0,1,2,1716,1,1,8750,0,0,120,5,7,0,0,7,0,1996,1996,191000
756,713,0,3,239,0,1,1469,0,1,10320,0,0,0,7,6,0,0,7,57,1906,1995,135000
2113,0,0,2,0,1,2,2113,1,1,10437,0,0,46,6,8,0,0,7,236,1995,1995,350000
525,567,0,3,0,0,1,1092,1,1,1680,0,0,0,5,6,0,0,6,0,1971,1971,88000
1053,0,0,3,0,0,1,1053,1,1,10007,0,0,0,7,5,0,0,5,0,1959,2006,145500
851,651,0,3,112,1,1,1502,1,1,7200,0,0,0,6,7,0,0,6,0,1931,2000,149000
912,546,0,3,0,1,1,1458,0,1,17503,0,0,0,5,6,0,0,6,192,1948,1950,97500
1486,0,0,3,0,0,1,1486,0,1,9937,0,0,0,7,5,0,0,7,0,1964,1999,167000
1142,793,0,3,252,1,2,1935,1,1,12384,0,0,113,7,7,0,0,7,0,1976,1976,197900
1686,762,0,4,0,1,2,2448,1,1,46589,0,0,76,7,8,0,0,8,517,1994,2005,402000
1392,0,0,2,240,2,1,1392,0,1,13560,0,0,0,3,6,0,0,5,0,1968,1968,110000
1181,0,0,3,180,0,2,1181,0,1,10012,0,0,0,5,4,0,0,6,0,1972,1972,137500
2097,0,0,1,0,1,1,2097,1,1,20896,0,0,267,5,8,0,0,8,192,2005,2006,423000
1454,482,0,3,0,1,2,1936,1,1,11194,0,0,124,5,8,0,0,7,188,2000,2000,230500
1465,915,0,3,0,1,2,2380,1,1,18450,0,0,265,5,6,0,0,7,0,1965,1979,129000
1679,0,0,3,0,1,2,1679,0,1,8125,0,0,42,5,6,0,0,7,224,1994,1998,193500
1437,0,0,3,0,1,1,1437,1,1,14175,0,0,0,6,5,0,0,6,304,1956,1987,168000
1180,0,0,2,67,1,1,1180,0,1,11600,0,0,0,5,4,0,0,5,0,1922,1950,137500
738,738,0,3,0,0,2,1476,1,1,8633,0,0,35,5,6,0,0,7,100,2005,2005,173500
697,672,0,3,0,0,2,1369,0,1,6629,0,0,0,6,6,0,0,6,147,1925,1950,103600
1208,0,0,3,0,1,1,1208,1,1,11250,0,0,42,6,6,0,0,6,198,1977,1977,165000
1839,0,0,3,0,2,2,1839,0,1,14442,0,0,87,7,6,0,200,7,0,1957,2004,257500
1136,0,0,3,0,1,1,1136,0,1,9200,0,0,0,6,6,0,0,5,426,1965,1965,140000
855,586,0,3,0,1,2,1441,1,1,2289,0,0,0,6,6,0,0,7,28,1978,1978,148500
1095,679,0,4,90,0,2,1774,0,2,9600,0,0,0,2,4,0,0,8,0,1900,1950,87000
792,0,0,2,120,0,1,792,0,1,9022,0,0,0,8,5,0,0,5,316,1924,2006,109500
2046,0,0,3,0,1,2,2046,1,1,11844,0,0,82,5,8,0,0,7,322,2008,2008,372500
988,0,0,3,0,0,1,988,0,1,9945,0,0,0,5,5,0,0,5,0,1961,1961,128500
923,0,0,2,0,1,2,923,0,1,8012,0,0,0,5,6,0,0,5,80,1980,1980,143000
848,672,0,3,56,0,1,1520,0,1,4500,0,0,0,5,5,0,0,6,0,1932,2000,159434
1291,0,0,2,0,1,1,1291,0,1,2887,0,0,0,5,6,0,0,6,307,1996,1997,173000
1668,0,0,3,0,1,2,1668,0,1,11248,0,0,45,5,9,0,0,7,257,2002,2002,285000
1195,644,0,4,0,0,2,1839,1,1,16770,0,0,81,5,7,0,0,7,0,1998,1998,221000
1190,900,0,3,0,1,2,2090,0,1,5062,0,0,0,5,7,0,0,6,219,1984,1984,207500
874,887,0,3,0,0,3,1761,0,1,10207,0,0,105,6,7,0,0,7,144,2007,2007,227875
551,551,0,2,0,0,2,1102,1,1,5105,0,0,60,5,7,0,0,4,0,2004,2004,148800
1419,0,0,2,0,1,2,1419,0,1,8089,0,0,0,6,8,0,0,7,140,2007,2007,392000
1362,0,0,2,0,1,2,1362,0,1,7577,0,0,28,5,6,0,0,6,192,2005,2006,194700
848,0,0,1,0,1,1,848,0,1,4426,0,0,0,5,6,0,0,3,149,2004,2004,141000
2444,1872,0,4,0,2,3,4316,1,1,21535,0,0,50,6,10,0,0,10,382,1994,1995,755000
1238,1281,0,4,0,2,2,2519,1,1,26178,0,0,27,5,7,0,0,9,320,1989,1990,335000
1073,0,0,2,112,0,1,1073,0,1,5400,0,0,0,6,5,0,0,4,0,1921,1968,108480
1067,472,0,3,0,0,1,1539,1,1,6120,0,0,0,6,5,0,0,5,112,1936,1950,141500
1137,0,0,2,0,1,2,1137,0,1,13811,0,0,0,6,6,0,0,5,125,1987,1987,176000
616,0,0,2,129,0,1,616,0,1,6000,0,0,0,7,5,0,0,4,0,1921,1950,89000
1148,0,0,2,0,0,1,1148,0,1,6420,0,0,0,7,5,0,0,6,0,1952,1952,123500
894,0,0,3,0,1,1,894,0,1,8450,0,0,144,8,5,0,0,5,416,1965,2009,138500
1391,0,0,2,0,0,2,1391,0,1,4282,0,0,158,5,7,0,0,5,156,2004,2004,196000
1800,0,0,3,0,1,2,1800,0,1,14331,0,0,78,5,8,0,0,7,270,2002,2002,312500
1164,0,0,3,0,0,1,1164,1,1,9600,0,0,0,5,7,0,0,6,0,1969,1969,140000
1264,1312,0,4,0,1,2,2576,1,1,12438,0,0,100,5,8,0,0,10,324,2006,2006,361919
1032,780,0,4,40,1,2,1812,0,2,7630,0,0,0,9,5,0,0,8,344,1900,1996,140000
1484,0,144,3,0,0,2,1484,0,1,8400,0,0,35,5,7,0,0,7,0,2004,2005,213000
372,720,0,3,0,0,2,1092,0,2,5600,0,3500,0,5,4,0,0,7,0,1930,1950,55000
1824,0,0,2,0,2,2,1824,0,1,115149,0,0,48,5,7,0,0,5,380,1971,2002,302000
1324,0,0,2,0,1,2,1324,0,1,6240,0,0,38,5,8,0,0,6,192,2006,2006,254000
728,728,0,3,0,1,2,1456,1,1,9018,0,0,24,5,7,0,0,8,100,2007,2007,179540
904,0,0,3,0,0,1,904,0,1,7162,0,0,0,7,5,0,0,6,0,1966,1966,109900
729,0,0,2,0,0,1,729,0,1,4130,0,0,0,6,3,0,0,5,0,1935,2003,52000
859,319,0,2,98,0,1,1178,0,1,8712,0,0,0,7,4,0,0,7,68,1900,1950,102776
1228,0,0,2,0,1,2,1228,0,1,4671,0,0,120,5,8,0,0,5,168,1988,1989,189000
960,0,0,3,0,0,1,960,0,1,9873,0,0,288,5,4,0,0,6,0,1970,1970,129000
725,754,0,3,0,0,2,1479,1,1,13517,0,0,44,8,6,0,0,6,0,1976,2005,130500
1350,0,0,3,0,1,2,1350,0,1,10140,0,0,0,5,6,0,0,7,0,1974,1974,165000
1576,978,0,3,143,0,1,2554,1,1,10800,0,0,48,8,7,0,0,8,0,1890,1998,159500
1178,0,0,3,0,1,1,1178,1,1,10000,0,0,0,6,5,0,0,5,224,1973,2000,157000
1325,1093,0,3,216,1,2,2418,1,1,10542,0,0,154,5,7,0,0,9,250,1993,1994,341000
971,0,0,3,0,1,1,971,1,1,9920,0,0,0,6,5,0,0,5,0,1969,1969,128500
1742,0,0,2,234,1,2,1742,0,1,6563,0,0,28,5,8,0,0,5,114,1985,1985,275000
848,0,0,1,0,0,1,848,0,1,4426,0,0,0,5,6,0,0,3,160,2004,2004,143000
864,0,0,3,0,0,1,864,0,1,8120,0,0,0,7,4,0,0,5,0,1970,1970,124500
997,473,0,4,0,0,2,1470,0,1,8172,0,0,0,6,4,0,156,7,0,1954,1972,135000
1698,0,0,3,0,1,2,1698,0,1,13286,0,0,64,5,9,0,0,8,327,2007,2008,320000
864,0,0,3,0,0,1,864,0,1,6960,0,500,0,6,4,0,0,5,96,1970,1970,120500
1680,0,182,3,0,1,2,1680,0,1,21695,0,0,44,9,6,0,0,5,292,1988,2007,222000
1232,0,0,2,0,0,2,1232,0,1,7314,0,0,0,5,7,0,0,6,132,2007,2007,194500
1776,0,0,4,0,0,2,1776,0,2,11475,0,0,25,5,5,0,0,9,0,1958,1958,110000
848,0,0,2,112,0,1,1208,0,1,6240,360,0,23,5,4,0,0,5,0,1925,1950,103000
1616,0,0,2,0,1,2,1616,0,1,5389,0,0,152,5,8,0,0,5,237,1995,1996,236500
1146,0,0,3,0,1,2,1146,0,1,9590,0,0,22,5,7,0,0,6,160,2003,2003,187500
1153,878,0,3,0,1,2,2031,1,1,11404,0,0,84,5,7,0,0,8,192,1998,1999,222500
1144,0,0,3,0,1,1,1144,0,1,10000,0,400,0,6,5,0,0,6,165,1961,1983,131400
948,0,0,3,0,0,1,948,0,1,8978,0,0,0,5,5,0,0,6,147,1968,1968,108000
880,888,0,2,0,2,1,1768,1,1,10800,0,0,341,7,7,0,0,6,0,1914,1970,163000
1040,0,0,2,0,0,2,1040,0,2,8544,0,0,0,4,3,0,0,6,0,1950,1950,93500
901,900,0,3,0,1,2,1801,1,1,10463,0,0,116,5,8,0,0,8,0,2005,2005,239900
1200,0,0,3,0,0,3,1200,0,1,10800,0,0,0,5,5,0,0,5,120,1987,1988,179000
864,864,0,3,0,0,2,1728,1,1,9313,0,0,56,5,7,0,0,7,187,2004,2004,190000
768,664,0,2,112,0,2,1432,0,1,9600,0,0,0,7,5,0,0,7,270,1910,2002,132000
912,0,0,3,0,0,1,912,0,1,6768,0,0,0,8,6,0,0,5,168,1961,1996,142000
1349,0,0,3,0,0,2,1349,0,1,8450,0,0,55,5,7,0,0,6,120,2000,2001,179000
1464,0,0,3,0,1,2,1464,0,1,12886,0,0,0,6,5,0,100,6,302,1963,1999,175000
1337,0,168,2,70,1,2,1337,0,1,5395,0,0,0,5,8,0,0,5,96,1993,1993,180000
1175,1540,0,4,0,2,3,2715,1,1,8963,0,0,204,9,8,0,0,11,0,1976,1996,299800
980,1276,0,4,0,1,2,2256,1,1,8795,0,0,54,5,7,0,0,8,224,2000,2000,236000
1320,1320,0,4,386,1,1,2640,1,1,11700,0,0,0,7,7,0,0,8,181,1880,2003,265979
1720,0,0,3,154,1,2,1720,0,1,10593,0,0,56,5,7,0,0,7,240,1996,1996,260400
1088,441,0,4,185,0,2,1529,0,1,8405,0,0,0,3,4,0,0,9,92,1945,1950,98000
792,348,0,3,0,0,1,1140,0,1,8800,0,0,160,7,4,0,0,7,0,1910,2004,96500
660,660,0,3,0,0,2,1320,1,1,7750,0,0,48,5,7,0,0,6,0,2003,2003,162000
1494,0,0,3,0,0,2,1494,0,1,9236,0,0,27,5,6,0,0,6,168,1997,1997,217000
1038,1060,0,3,0,1,2,2098,1,1,10240,0,0,52,5,8,0,0,8,192,2005,2005,275500
1026,0,0,3,0,0,1,1026,0,1,7930,0,0,48,8,6,0,0,5,171,1969,2005,156000
742,729,0,3,0,0,2,1471,1,1,3230,0,0,24,5,6,0,0,6,0,1999,1999,172500
866,902,0,3,0,0,2,1768,1,1,10769,0,0,105,5,8,0,0,7,144,2007,2007,212000
672,714,0,3,0,1,2,1386,1,1,11616,0,0,0,5,6,0,0,6,335,1978,1978,158900
757,744,0,3,0,0,2,1501,1,1,2280,0,0,0,5,7,0,0,6,0,1999,1999,179400
1328,1203,0,4,0,1,2,2531,1,1,12257,0,0,98,5,8,0,0,9,222,1995,1995,290000
864,0,0,2,0,0,1,864,0,1,9100,0,450,0,6,6,0,0,5,0,1959,1959,127500
1301,0,0,2,0,0,1,1301,0,1,6911,0,0,0,5,5,0,0,5,0,1924,1950,100000
764,783,0,3,0,0,2,1547,1,1,8640,0,0,45,5,7,0,0,7,169,2009,2009,215200
1268,1097,0,3,0,1,2,2365,1,1,9430,0,0,128,5,8,0,180,8,0,1999,1999,337000
1494,0,0,2,0,1,1,1494,1,1,9549,0,0,30,5,8,0,216,6,0,1995,1996,270000
1506,0,0,2,0,1,2,1506,0,1,14587,0,0,174,5,9,0,0,6,0,2008,2008,264132
980,734,0,3,156,1,2,1714,1,1,10421,0,500,66,5,7,0,0,7,228,1988,1988,196500
983,767,0,4,156,0,2,1750,0,1,12508,0,1300,0,7,6,0,0,7,245,1940,1985,160000
1836,0,0,3,0,1,2,1836,0,1,9100,0,0,33,5,7,0,0,8,120,2004,2005,216837
1690,1589,0,4,0,1,3,3279,1,1,53504,0,0,36,5,8,0,210,12,503,2003,2003,538000
858,0,0,2,0,0,1,858,0,1,7252,0,0,0,5,5,0,0,5,120,1982,1982,134900
1220,0,0,2,0,0,1,1220,0,1,8877,0,0,0,5,4,0,0,6,0,1951,1951,102000
1117,0,0,3,0,1,1,1117,0,1,7819,0,0,0,5,6,0,0,6,144,1976,1976,107000
912,0,0,2,0,0,1,912,0,1,10150,0,0,0,5,5,0,0,5,0,1958,1958,114500
1973,0,0,3,0,1,2,1973,0,1,14226,0,0,45,5,8,0,0,9,315,2006,2006,395000
1204,0,0,2,0,0,2,1204,0,1,4500,0,0,247,5,6,0,0,5,0,1998,1998,162000
1614,0,0,3,0,0,2,1614,0,1,11210,0,0,59,5,7,0,0,7,144,2005,2006,221500
894,0,0,3,0,1,1,894,0,1,13350,0,0,0,5,5,0,0,5,241,1974,1974,142500
2020,0,0,4,0,2,2,2020,0,2,8400,0,0,0,5,5,0,0,10,0,1977,1977,144000
1004,0,0,2,0,0,1,1004,0,1,10530,0,0,0,5,6,0,0,4,0,1977,1977,135000
1253,0,0,3,0,1,2,1253,0,1,7875,0,0,21,5,7,0,0,6,220,1995,1996,176000
810,793,0,3,0,0,2,1603,1,1,7153,0,0,124,5,6,0,0,7,0,1992,1992,175900
1430,0,0,3,0,0,2,1430,0,1,16285,0,0,33,5,7,0,0,6,0,2001,2002,187100
1110,0,0,1,0,1,1,1110,0,1,9101,0,0,30,6,5,0,0,4,303,1978,1978,165500
742,742,0,3,134,1,2,1484,0,1,6300,0,0,291,6,6,0,0,9,0,1914,2001,128000
1342,0,0,3,0,1,2,1342,0,1,9790,0,0,0,5,6,0,197,7,0,1967,1967,161500
966,686,0,4,196,0,2,1652,0,1,10800,0,1200,0,6,5,0,0,7,0,1915,1950,139000
956,1128,0,4,0,0,2,2084,1,1,10142,0,0,45,5,7,0,0,8,0,2004,2004,233000
901,0,0,2,0,0,1,901,0,1,6000,0,0,0,7,4,0,0,4,0,1954,2000,107900
976,1111,0,5,0,0,2,2087,1,1,12205,0,0,168,8,6,0,0,9,133,1966,2007,187500
1145,0,0,2,0,1,2,1145,0,1,3182,0,0,16,5,7,0,0,5,100,2005,2006,160200
1062,0,0,3,0,2,1,1062,0,1,11333,0,0,0,5,6,0,0,5,120,1976,1976,146800
1127,886,0,3,0,1,2,2013,1,1,9920,0,0,130,5,7,0,0,8,180,1996,1997,269790
1496,0,0,3,0,0,2,1496,0,1,9158,0,0,130,5,8,0,0,7,168,2007,2007,225000
1086,809,0,3,0,1,2,1895,1,1,10832,0,500,46,5,7,0,0,7,143,1994,1996,194500
888,676,0,3,0,1,2,1564,1,1,8400,0,0,50,6,6,0,204,7,0,1980,1981,171000
1285,0,0,3,0,1,1,1285,1,1,8197,0,0,0,5,6,0,0,7,138,1977,1977,143500
773,0,0,2,0,0,1,773,0,1,7677,0,0,0,5,5,0,0,4,0,1953,1953,110000
1966,1174,0,4,0,2,3,3140,1,1,13518,0,0,78,5,9,0,0,11,144,2008,2009,485000
981,787,0,3,264,2,1,1768,1,1,7200,0,0,0,7,5,0,0,7,0,1937,1950,175000
